cell_name,knee_cycle,cap_end,cap_max,cap_mean,cap_mid,cap_min,cap_range,cap_start,cap_std,dQ_kurtosis,dQ_mean,dQ_min,dQ_skewness,dQ_std,drop_ratio,exp_a,exp_b,exp_c,linear_intercept,linear_r2,linear_slope,log_var_dQ,quad_a,quad_b,total_drop
SEV_batch1_c000,701,1.0743593,1.0770824,1.0755484,1.0763192,1.0706892,0.0063932,1.0706892,0.0012438413,5.7065153,2.4631543e-05,-0.0037145,0.071195275,0.00092913344,-0.34811723,0.8963105,0.0011480999,0.1797523,1.0760701,0.05783724,-6.908404e-06,-6.0638437,-5.1679615e-07,7.112782e-05,-0.0036701
SEV_batch1_c003,876,1.0831208,1.086253,1.0846258,1.0854348,1.0797229,0.0065301,1.0797229,0.0010264494,51.977844,2.2804697e-05,-0.0039966,-3.2279987,0.00044367186,-0.40511915,0.77415943,0.00091055577,0.31081885,1.0849832,0.039864954,-4.7330614e-06,-6.7058764,-4.6416955e-07,6.5356544e-05,-0.0033979
SEV_batch1_c004,877,1.0813498,1.0843166,1.0825738,1.0832609,1.0780181,0.0062985,1.0784167,0.0009849217,53.574406,1.9685234e-05,-0.0036754,-3.1180208,0.00040867375,-0.39451304,0.5522153,0.0007063803,0.53055346,1.0827715,0.013269861,-2.6202572e-06,-6.7772465,-4.552065e-07,6.611593e-05,-0.0029331
SEV_batch1_c005,906,1.0778854,1.0820704,1.0798355,1.0804762,1.075169,0.0069014,1.0761266,0.001133486,68.968895,1.1804027e-05,-0.0053311,-5.617098,0.00053534715,-0.595641,0.9686644,0.0017203421,0.11200391,1.0806799,0.18248989,-1.1182646e-05,-6.542729,-4.700114e-07,5.9789076e-05,-0.0017588
SEV_batch1_c006,518,1.075203,1.082139,1.0796785,1.0807158,1.075203,0.0069361,1.0758358,0.0020687233,56.223423,-4.247651e-06,-0.0038166,-5.0097013,0.00039781322,-1.1296927,1.0824381,0.0051075732,9.674128e-10,1.0824753,0.6012062,-3.704445e-05,-6.8006415,-6.640979e-07,6.3234336e-05,0.0006329
SEV_batch1_c007,569,1.0933349,1.0979686,1.0961176,1.0966218,1.0933306,0.004638,1.0938644,0.0013652059,27.272013,-3.5536914e-06,-0.0036286,-2.137613,0.00049360987,-1.1920288,1.0979807,0.0033975744,4.862201e-10,1.0980057,0.6290896,-2.5007104e-05,-6.613232,-3.766045e-07,3.1860174e-05,0.0005295
SEV_batch1_c008,494,1.092173,1.0959139,1.0942523,1.0948178,1.0899748,0.0059391,1.0899748,0.0010692617,27.097868,1.475302e-05,-0.000609,3.9005718,0.00016752665,-0.54610777,1.0404783,0.001967311,0.05479685,1.0952892,0.30926335,-1.3732741e-05,-7.551832,-4.2334943e-07,5.0193026e-05,-0.0021982
SEV_batch1_c009,887,1.085981,1.0889499,1.0874063,1.0881171,1.0829742,0.0059757,1.0829742,0.00094068603,8.352512,2.0179867e-05,-0.0005795,1.7047437,0.00014044017,-0.41534933,0.6450081,0.00089868624,0.44268796,1.0877002,0.032108765,-3.8928306e-06,-7.705017,-4.6909832e-07,6.6941015e-05,-0.0030068
SEV_batch1_c010,506,1.0799763,1.0849713,1.0814347,1.082141,1.0752757,0.0096956,1.0752757,0.0013562277,67.58984,3.154765e-05,-0.0091423,-4.7020297,0.00093487144,-0.31531033,0.116569825,0.0013133907,0.9649414,1.0815128,0.0010909056,-1.0345112e-06,-6.058496,-5.7853595e-07,8.632441e-05,-0.0047006
SEV_batch1_c011,507,1.0579938,1.063239,1.0597223,1.060475,1.0537786,0.0094604,1.0537786,0.0013059812,65.819115,2.8289933e-05,-0.0085665,-4.523475,0.0008829336,-0.37052745,0.7153891,0.0009936555,0.3446885,1.0600827,0.025055926,-4.774206e-06,-6.108144,-5.7668524e-07,8.230526e-05,-0.0042152
SEV_batch1_c012,504,1.0803589,1.0833936,1.0818213,1.0822942,1.077566,0.0058276,1.077566,0.0008785878,23.84124,1.8744295e-05,-0.0004144,3.7999344,0.00014266591,-0.4093101,0.83003944,0.0011385707,0.25225422,1.0823003,0.09774555,-6.3437005e-06,-7.6913595,-4.0474634e-07,5.4772998e-05,-0.0027929
SEV_batch1_c013,500,1.0819287,1.0857729,1.0837668,1.0841914,1.0797893,0.0059836,1.0797893,0.0010143291,19.816023,1.4358389e-05,-0.0012647,1.21693,0.00021990351,-0.5140047,1.0079404,0.0019731515,0.07682014,1.0847741,0.32439703,-1.3342167e-05,-7.3155355,-3.8089564e-07,4.4173077e-05,-0.0021394
SEV_batch1_c014,522,1.074627,1.0778438,1.0758861,1.0767032,1.0708272,0.0070166,1.0709661,0.0010681023,68.86572,2.45698e-05,-0.0047608,-5.6020117,0.0004790364,-0.36189017,8.0146206e-10,1.8762896e-06,1.0758861,1.0758374,0.0006838491,6.450628e-07,-6.639263,-5.230078e-07,7.961925e-05,-0.0036609
SEV_batch1_c015,517,1.0658966,1.0693387,1.0674059,1.0682493,1.0611236,0.0082151,1.0611236,0.0012204099,63.68241,3.2033557e-05,-0.0051002,-5.0319147,0.0005252488,-0.33017108,0.08953531,1.0731376e-21,0.9778706,1.0673757,0.00020217209,4.0075167e-07,-6.55927,-5.943969e-07,9.015468e-05,-0.004773
SEV_batch1_c016,525,1.0846452,1.0885919,1.0861424,1.086968,1.0811664,0.0074255,1.0811664,0.0011098642,64.88587,2.3347651e-05,-0.0044643,-5.982708,0.00045133402,-0.40036198,0.6347924,0.00076352555,0.4515923,1.0863882,0.016134022,-3.2557434e-06,-6.691004,-5.344313e-07,7.744338e-05,-0.0034788
SEV_batch1_c017,507,1.0755603,1.0792258,1.0768367,1.0774139,1.072052,0.0071738,1.072052,0.00096192124,19.136978,2.3545637e-05,-0.0012291,1.1494242,0.00023422322,-0.34569836,0.5168108,0.00088539993,0.56025463,1.0770687,0.019143993,-3.0737235e-06,-7.2607403,-4.5410465e-07,6.549608e-05,-0.0035083
SEV_batch1_c019,507,1.0840869,1.0893054,1.0874234,1.0881431,1.0837362,0.0055692,1.0851147,0.0015511033,10.755955,-6.8979866e-06,-0.0012826,0.8090873,0.00032194113,-1.3393872,1.0567814,0.0042808386,0.032900676,1.0897121,0.7161638,-3.0314884e-05,-6.984447,-4.1766384e-07,3.2752356e-05,0.0010278
SEV_batch1_c020,421,1.0488689,1.0757242,1.0648042,1.0661353,1.0488689,0.0268553,1.07263,0.0080634905,69.30603,-0.00015947047,-0.0073626,-3.689144,0.0007500507,2.658537,1.0784558,0.025533697,8.734523e-10,1.0785972,0.96242064,-0.00018268992,-6.249819,-8.3786796e-07,-5.6171855e-05,0.0237611
SEV_batch1_c021,462,1.068357,1.0859262,1.0789475,1.0799414,1.068357,0.0175692,1.0824388,0.00522407,72.26362,-9.450872e-05,-0.0074702,-4.570273,0.0007477029,4.638584,1.08764,0.01607015,1.5462889e-12,1.0877419,0.93211967,-0.00011648067,-6.252542,-6.923251e-07,-1.1939578e-05,0.0140818
SEV_batch1_c022,793,1.0804669,1.0843072,1.0823749,1.0826596,1.0793039,0.0050033,1.0793039,0.00107963,8.633283,7.805369e-06,-0.0012624,0.15050861,0.00033921603,-0.6534255,1.0363053,0.00275809,0.047497485,1.0838218,0.59074706,-1.9163937e-05,-6.9390473,-2.7604978e-07,2.2519578e-05,-0.001163
SEV_batch1_c023,891,1.0802726,1.0837864,1.0819516,1.0821434,1.0792934,0.004493,1.0792934,0.0009103059,14.439945,6.5718123e-06,-0.0012773,0.17987452,0.0002707217,-0.65642107,0.9855357,0.0025014428,0.09764756,1.0831996,0.6182472,-1.6530174e-05,-7.134954,-2.1767514e-07,1.6338772e-05,-0.0009792
SEV_batch1_c024,208,1.075975,1.079075,1.0775963,1.0780108,1.0745355,0.0045395,1.0745355,0.0008991585,5.535599,9.660403e-06,-0.0013753,-0.028551325,0.00040103734,-0.58581996,0.97525865,0.0018852113,0.10325641,1.0785276,0.35278738,-1.2333939e-05,-6.7936306,-3.2571998e-07,3.684978e-05,-0.0014394
SEV_batch1_c025,569,1.0760093,1.0799131,1.0782337,1.0787166,1.0752345,0.0046786,1.0752345,0.0010956285,26.380095,5.2e-06,-0.0012473,1.224042,0.00019471132,-0.7774906,1.0352575,0.0025406927,0.044290293,1.0795655,0.48603332,-1.7640275e-05,-7.4212174,-3.85648e-07,4.059257e-05,-0.0007748
SEV_batch1_c026,431,1.0872726,1.0915462,1.0897769,1.0901029,1.0847497,0.0067965,1.0876514,0.001404396,10.052364,-2.542282e-06,-0.0038078,-0.35043755,0.00072414806,-1.1545177,1.0595485,0.0037941933,0.032235913,1.0918108,0.6899073,-2.6939777e-05,-6.2803454,-2.6570336e-07,1.3181431e-05,0.0003788
SEV_batch1_c027,502,1.0789768,1.0829995,1.0813375,1.0816406,1.0781889,0.0048106,1.0790461,0.0012085802,5.780437,-4.6510067e-07,-0.001281,0.11692305,0.00039752456,-1.0267104,1.0673941,0.003231992,0.015666327,1.0830834,0.6864167,-2.3124823e-05,-6.801272,-2.8046765e-07,1.922579e-05,6.93e-05
SEV_batch1_c029,505,1.0796318,1.0838029,1.082094,1.0825791,1.0794537,0.0043492,1.0794537,0.0011563562,34.304893,1.195302e-06,-0.0006384,4.1854477,0.00014576755,-0.94301534,1.0441593,0.0030591784,0.039530154,1.0837109,0.643085,-2.1415828e-05,-7.6726785,-3.4233972e-07,3.0277472e-05,-0.0001781
SEV_batch1_c030,432,1.0788846,1.0838182,1.0818911,1.0822892,1.0781125,0.0057057,1.0798637,0.0015306165,6.8866577,-6.571141e-06,-0.0013438,0.10256171,0.00037439834,-1.4036694,1.0667173,0.004375095,0.017503899,1.0842518,0.78241616,-3.1267584e-05,-6.853332,-3.1666835e-07,1.6549337e-05,0.0009791
SEV_batch1_c031,629,1.0928289,1.0983334,1.0960363,1.0963277,1.0926069,0.0057265,1.0946392,0.0017060029,5.708152,-1.2149664e-05,-0.0013121,0.07317564,0.00040710604,-2.0721352,1.0724312,0.0051179808,0.026344778,1.0988113,0.8702515,-3.6754554e-05,-6.780585,-2.3011978e-07,-2.006467e-06,0.0018103
SEV_batch1_c034,541,1.0774776,1.0814824,1.0794927,1.0800084,1.0764712,0.0050112,1.0766174,0.001070803,3.3960547,5.7731545e-06,-0.0012742,0.006866685,0.00046699686,-0.74632853,1.0216769,0.0024687313,0.059075907,1.0807699,0.46788815,-1.6915687e-05,-6.661372,-3.5182205e-07,3.6209443e-05,-0.0008602
SEV_batch1_c035,495,1.0723792,1.0758256,1.0740418,1.0745419,1.0707464,0.0050792,1.0707464,0.0009187947,5.4042706,1.0958389e-05,-0.0013076,0.024746424,0.00040570204,-0.56980634,0.96361923,0.0019505492,0.11136172,1.0749937,0.35310197,-1.2608911e-05,-6.7835855,-3.329346e-07,3.7664217e-05,-0.0016328
SEV_batch1_c036,490,1.0781089,1.0823593,1.0805401,1.0810627,1.0773991,0.0049602,1.0778315,0.0012419564,5.671679,1.861745e-06,-0.0013223,0.038070954,0.00040219448,-0.9141496,1.0673577,0.0032376857,0.014908397,1.0822891,0.6523542,-2.3166322e-05,-6.7911277,-3.3039544e-07,2.6723388e-05,-0.0002774
SEV_batch1_c037,438,1.0742111,1.0792918,1.0771492,1.0777344,1.0735927,0.0056991,1.0748194,0.0014540097,5.7027783,-4.0825503e-06,-0.0012725,0.06909739,0.00039827477,-1.2086793,1.0457945,0.0040091746,0.033448193,1.0792706,0.70018363,-2.8098444e-05,-6.7996345,-3.8112776e-07,2.9451849e-05,0.0006083
SEV_batch1_c039,504,1.0824437,1.0864667,1.084971,1.085461,1.0817773,0.0046894,1.0817773,0.0011813014,43.798336,4.4724834e-06,-0.000449,5.575632,0.00015854689,-0.81909496,1.0522511,0.002966697,0.034279186,1.0865513,0.58863914,-2.0931207e-05,-7.5996847,-3.7514172e-07,3.571519e-05,-0.0006664
SEV_batch1_c040,485,1.0838728,1.0878062,1.0862015,1.0866197,1.0833029,0.0045033,1.0833029,0.001225421,34.121506,3.824832e-06,-0.0004383,4.962806,0.00015874719,-0.8281778,1.0778477,0.003206665,0.010080148,1.087951,0.6702857,-2.3169909e-05,-7.598588,-3.237568e-07,2.571737e-05,-0.0005699
SEV_batch1_c042,500,1.0811847,1.084832,1.0833262,1.0839247,1.0798725,0.0049595,1.0798725,0.0010083742,44.860767,8.806712e-06,-0.0005016,5.632727,0.00016434368,-0.6761759,1.0299243,0.0023047368,0.054587826,1.0845282,0.4674031,-1.5921227e-05,-7.568494,-3.7408898e-07,4.056621e-05,-0.0013122
SEV_batch1_c043,498,1.0661162,1.071671,1.0694844,1.069807,1.0661162,0.0055548,1.0682389,0.0016804856,34.857685,-1.4246309e-05,-0.000528,4.7512712,0.00014171812,-2.3535903,1.0721986,0.0050715515,3.955004e-10,1.0722338,0.880433,-3.6415975e-05,-7.6971493,-2.6741344e-07,3.9634533e-06,0.0021227
SEV_batch1_c044,500,1.0822452,1.0883306,1.0857192,1.0858591,1.0822452,0.0060854,1.0847682,0.0018620148,37.285206,-1.6932885e-05,-0.0006518,4.638655,0.00015646091,-3.3127697,1.0803461,0.0057049254,0.008448865,1.0888342,0.9204846,-4.1257263e-05,-7.6111884,-1.8485812e-07,-1.3343683e-05,0.002523
SEV_batch1_c045,506,1.0833795,1.0884383,1.086311,1.0866914,1.0833795,0.0050588,1.0839558,0.0013985302,33.784546,-3.8677854e-06,-0.0007681,3.9024878,0.00016076378,-1.2106668,1.0687802,0.003910405,0.019617718,1.0884255,0.7519473,-2.8007515e-05,-7.5876236,-3.2692552e-07,2.1358239e-05,0.0005763
SEV_batch2_c002,246,1.0702319,1.0799674,1.0763112,1.0778954,1.0695144,0.010453,1.0708591,0.0027704195,1.0653416,-4.209396e-06,-0.0014522,0.15562128,0.00065660273,-1.0891378,1.0800887,0.007010998,2.0062783e-09,1.0801398,0.6281122,-5.070761e-05,-6.3653946,-8.954168e-07,8.450032e-05,0.0006272
SEV_batch2_c003,248,1.0223732,1.0689098,1.0522048,1.0559579,1.0223732,0.0465366,1.0638535,0.014107311,10.858551,-0.00027839126,-0.0014825,1.7774254,0.0004988335,4.253597,1.0759417,0.04478583,5.77425e-19,1.0761484,0.94749594,-0.00031713335,-6.604089,-1.8955004e-06,-3.0912808e-05,0.0414803
SEV_batch2_c004,245,1.0542626,1.0756472,1.0678551,1.0694454,1.0542626,0.0213846,1.0692153,0.006482073,73.81028,-0.00010035369,-0.0004585,7.694408,0.00036739337,-65.98351,1.0786724,0.020192247,4.8288005e-09,1.0787947,0.9368374,-0.00014489554,-6.869737,-8.879891e-07,-1.08091945e-05,0.0149527
SEV_batch2_c005,390,1.0666344,1.0730206,1.0709041,1.0719203,1.0641999,0.0088207,1.0641999,0.0018030294,75.21562,1.6338927e-05,-0.0002885,7.7231183,0.0003665569,-0.68466663,1.0707605,0.0039464296,0.0022537054,1.0730431,0.46292096,-2.8331218e-05,-6.871717,-6.774366e-07,7.396171e-05,-0.0024345
